</s>,-0.9039146
<s>,-99
ALL,-2.332772
ANN,-2.332772
APPLE,-2.242257
ARRIVE,-1.634969
BILL,-2.242257
BLAME,-2.136524
BLUE,-2.332772
BOOK,-1.634969
BORROW,-2.332772
BOX,-2.242257
BOY,-2.242257
BREAK-DOWN,-2.332772
BROCCOLI,-2.332772
BROTHER,-2.242257
BUT,-2.332772
BUY,-1.698948
CAN,-1.979755
CANDY,-2.332772
CAR,-1.774009
CHICAGO,-2.332772
CHICKEN,-2.332772
CHINA,-2.332772
CHOCOLATE,-2.332772
COAT,-2.332772
CORN,-2.242257
DECIDE,-2.332772
EAT,-2.242257
FIND,-2.332772
FINISH,-2.242257
FISH,-2.332772
FRANK,-2.242257
FRED,-2.332772
FRIEND,-2.332772
FUTURE,-1.86481
GET,-2.332772
GIRL,-2.242257
GIVE,-1.634969
GO,-1.86481
GROUP,-2.332772
HAVE,-2.136524
HERE,-2.332772
HIT,-2.332772
HOMEWORK,-2.332772
HOUSE,-2.242257
IX,-1.286115
IX-1P,-2.136524
JANA,-2.332772
JOHN,-1.44522
KNOW,-2.242257
LAST-WEEK,-2.332772
LEAVE,-2.332772
LEG,-2.332772
LIKE,-2.136524
LIVE,-2.332772
LOVE,-1.979755
MAN,-2.332772
MANY,-2.332772
MARY,-1.44522
MOTHER,-2.136524
MOVIE,-2.332772
NAME,-2.332772
NEW,-2.242257
NEW-YORK,-2.332772
NEXT-WEEK,-2.332772
NOT,-1.979755
OLD,-2.332772
PARTY,-2.332772
PAST,-2.332772
PEOPLE,-2.136524
POSS,-1.774009
POTATO,-2.332772
PREFER,-1.979755
PUTASIDE,-2.332772
READ,-2.242257
SAY,-2.242257
SAY-1P,-2.332772
SEARCH-FOR,-2.332772
SEE,-2.136524
SELF,-2.332772
SELL,-2.242257
SHOOT,-2.332772
SHOULD,-2.136524
SOMETHING-ONE,-1.86481
STOLEN,-2.332772
STUDENT,-2.332772
SUE,-2.332772
TEACHER,-2.242257
TELL,-2.242257
THINK,-2.332772
THROW,-2.332772
TOMORROW,-2.332772
TOY,-2.332772
VEGETABLE,-2.136524
VIDEOTAPE,-2.242257
VISIT,-1.774009
WANT,-2.332772
WHAT,-1.374449
WHO,-1.48546
WILL,-2.332772
WOMAN,-1.979755
WONT,-2.242257
WRITE,-2.332772
YESTERDAY,-1.86481
[UNKNOWN],-2.483841
